하다,77,159
자라,42,147
라사,85,160
나아,82,158
바카,43,195
카하,42,162
나라,97,160
타나,95,183
자가,42,153
마자,55,155
가자,49,150
하파,71,143
카카,62,161
사다,62,174
나다,91,164
하카,59,177
아파,67,140
타파,76,141
아타,81,198
파나,97,154
카아,45,182
라타,48,174
타카,90,171
나마,83,186
타나,98,165
아파,41,157
가사,79,155
자타,71,185
마라,80,140
마타,42,178
타하,43,180
타자,52,176
파자,91,172
바마,56,157
가타,99,166
라카,73,199
다나,95,159
다카,49,150
아바,95,177
하바,92,148
하타,51,199
나타,48,163
파파,57,178
아자,90,141
바파,51,145
바타,79,158
아나,49,149
마바,92,168
자다,99,168
파라,71,183
타아,79,174
사카,68,162
사카,52,176
마라,90,189
아하,94,176
카파,83,165
타라,57,157
다타,67,164
카하,69,171
가타,71,180
카라,94,151
나아,52,198
사자,68,186
타카,84,142
가파,93,183
라나,57,182
마가,68,154
파나,63,152
타가,42,160
다타,50,166
아다,79,167
바하,88,199
하사,93,167
나나,86,186
바카,41,140
아아,71,174
다나,83,194
다라,54,155
가자,69,147
가나,42,180
아라,57,178
다라,66,166
바타,85,143
타마,61,158
바마,66,140
파사,64,157
사마,68,159
바파,71,193
다타,51,163
나하,74,148
아사,52,153
파타,99,144
라라,63,166
다다,53,158
마자,42,145
카나,94,157
가하,90,178
다사,51,176
하바,76,168
카마,48,141
사자,98,187
타파,72,149
아가,52,167
마자,65,150
마아,64,196
자라,63,184
타바,70,142
사라,96,174
나라,66,174
파타,61,160
타아,78,146
다하,62,154
하나,75,175
라다,57,177
카마,97,147
아아,74,155
바가,47,174
마자,94,181
라마,67,170
파다,66,154
파하,80,190
카아,58,155
마나,58,150
타타,98,196
바카,41,190
가아,89,171
자가,46,197
타마,46,146
타사,54,175
자카,62,189
라하,43,169
마사,60,170
자자,76,187
마사,53,186
자타,61,160
아타,62,147
라가,60,145
타사,84,161
사하,57,159
나나,91,184
다타,88,142
자나,44,189
아파,64,191
타가,72,198
마나,84,142
다자,98,174
카가,61,185
카하,84,150
사마,93,171
자자,46,190
나자,73,182
파타,99,162
자아,48,144
라파,46,199
나사,87,193
마하,48,172
나카,40,180
다라,73,150
타가,56,177
바카,77,174
자카,66,175
가카,62,172
파라,98,171
아바,71,167
라사,83,148
자카,70,198
라마,64,166
바아,90,141
아하,91,160
카타,64,183
마하,97,196
사마,69,146
사바,46,196
다카,95,140
사마,87,149
가나,93,189
타자,64,140
나타,68,194
다나,59,166
자사,85,164
사자,73,165
타아,91,147
카타,54,192
파가,52,155
아타,76,145
가바,48,191
다다,40,182
바가,70,157
가다,49,164
라마,67,146
사아,77,163
파타,41,169
타타,42,189
바사,74,173
사자,66,143
카타,84,183
사다,90,145
자자,92,169
나타,69,197
다아,73,178
다사,51,153
카하,73,194
타가,73,197
나사,51,198
카타,80,178
가바,97,170
마사,74,146
타카,85,195
타사,82,151
자카,80,196
사사,73,165
다타,46,152
하타,62,190
타바,43,181
나카,63,191
아마,47,159
사파,71,190
다카,86,156
라나,79,180
사타,84,162
나라,40,185
하가,71,183
아마,78,169
라자,90,170
마마,80,150
파바,69,184
나다,66,192
마자,62,195
아가,42,140
라다,58,185
자가,69,184
다아,44,155
아자,98,183
카타,43,187
사카,68,163
카자,55,191
다라,50,199
바타,76,179
아타,71,162
파나,53,181
나타,43,159
가타,75,180
파나,50,194
타타,67,184
다자,58,198
마다,51,158
타나,47,177
나사,49,167
바다,62,163
파사,85,162
하마,66,187
타다,82,190
타아,43,152
타파,42,149
파파,91,154
다마,82,154
하사,76,172
다라,40,159
다카,79,197
타아,85,193
파카,83,183
파타,72,172
사타,74,172
가파,64,159
타나,82,173
타하,69,187
라가,78,178
마하,45,194
사라,92,172
아바,68,183
아사,74,175
자파,61,174
타나,86,144
자파,53,187
마타,95,150
나나,66,192
바타,66,183
마카,65,140
가아,82,158
카타,83,169
카하,93,168
다마,79,161
아라,59,184
라가,44,162
아마,44,181
바자,77,190
파라,58,161
자사,45,186
타다,47,186
자카,99,199
바파,71,199
자자,42,141
사사,94,160
파타,69,157
사아,74,168
아타,84,164
자바,95,149
파아,74,197
카카,48,148
사마,65,183
파나,67,142
나타,51,164
마다,53,172
마라,44,191
타라,92,167
가나,48,157
하자,83,152
자하,78,195
바자,72,171
다나,74,153
타사,70,157
바바,52,153
타라,47,156
아파,51,143
카사,44,161
바카,49,169
라하,47,180
타마,78,167
아하,58,192
사사,51,158
아사,53,161
아자,99,166
자다,84,168
타자,75,161
자아,90,147
아타,44,188
마마,96,181
바바,90,158
타사,41,170
사아,96,177
자마,86,173
타아,91,148
사나,50,161
다타,72,160
나가,76,180
타하,45,196
아바,56,183
나라,70,153
타타,81,157
다마,93,154
나아,97,152
가카,78,161
라타,62,174
자라,97,186
파마,62,174
카바,58,141
다라,48,186
라사,82,161
사타,69,193
카아,40,174
마파,63,190
하마,59,173
나라,95,192
타다,47,166
파자,75,145
자타,76,163
타자,67,188
아나,86,155
라카,90,154
카타,62,174
파하,62,144
다라,40,167
바라,67,146
나사,97,177
타하,50,197
카나,77,174
하라,97,196
아타,82,160
사바,75,140
라가,86,171
라카,84,186
카자,97,156
하타,87,153
나타,80,187
다타,83,181
가하,70,145
라바,42,183
아파,86,175
사마,79,144
다아,57,182
나아,92,191
나타,42,174
하파,68,141
가다,53,142
파사,51,169
파타,40,157
나가,57,164
자가,49,163
사타,87,143
다라,72,176
타하,44,191
가파,79,173
자가,76,191
자아,98,193
나다,88,180
가사,48,144
파사,76,175
자마,41,193
사하,97,176
라아,67,146
바바,40,140
사다,63,181
사마,80,169
자사,86,185
파마,42,170
사사,56,155
가가,55,192
가다,49,185
사나,89,190
바자,61,140
타하,72,194
사아,85,161
자가,89,183
타가,40,192
타사,69,151
나가,71,146
바마,79,159
하타,74,170
바타,67,199
파라,40,177
라라,44,178
가사,68,191
하자,93,188
아아,51,178
마라,96,154
타사,63,160
마사,79,148
다타,73,189
타마,72,143
나나,71,196
바타,43,196
자바,54,185
나바,44,147
파자,45,188
카하,91,196
사타,91,189
아하,97,157
파카,92,160
하사,93,175
카자,79,175
파카,57,169
다아,47,191
하다,89,141
바마,61,187
아가,84,184
바가,80,189
다파,49,169
바아,70,154
파타,60,171
나다,95,156
마바,82,150
가가,42,190
나타,65,150
타나,75,191
나타,88,185
아타,92,176
타타,86,180
바타,53,174
다타,97,186
바아,75,183
바라,81,187
가라,47,196
카바,45,186
나바,41,189
라카,55,194
바아,89,190
다가,72,188
타마,44,190
하타,58,155
하카,64,147
자사,43,192
아파,50,195
바하,85,157
카나,94,190
카타,41,178
사아,87,178
타아,49,175
하라,88,178
아사,91,190
바나,99,141
가타,98,147
타아,92,143
타바,91,194
바바,80,164
라아,44,140
가파,44,191
마카,91,157
아타,46,187
파사,62,167
마마,99,144
마라,47,164
자카,84,152
하하,48,175
가가,93,188
타타,83,186
아가,85,188
다아,51,172
아사,45,182
다마,96,197
타바,50,186
가타,71,154
바자,66,156
바나,98,175
마카,81,173
마하,72,154
다자,84,187
타가,76,176
라바,72,175
바바,77,152
자파,80,141
카타,92,167
타사,87,158
아다,63,188
나사,98,156
가가,73,143
가하,94,170
마가,53,180
바다,43,184
다아,70,153
아마,54,172
다하,77,142
아가,81,165
다타,71,142
카파,83,145
사파,94,172
파아,60,176
자파,47,164
나바,92,185
마나,60,163
가타,74,188
마아,47,188
나바,97,186
자바,69,143
아바,73,176
가라,90,193
바자,62,167
타바,90,149
가타,56,154
자사,77,173
바카,40,199
자사,60,191
아아,58,187
타아,84,149
타타,48,155
나하,87,190
마타,79,158
나가,72,194
라다,55,166
라라,53,170
하바,67,143
타사,54,196
타파,99,196
나바,40,153
자카,52,189
나나,66,175
카가,51,175
나바,87,193
타파,75,150
나마,76,162
라자,75,165
자다,73,146
가타,95,164
타마,70,150
파카,59,192
사마,47,155
아파,54,141
아하,94,147
타라,64,154
자카,68,189
나카,85,144
타파,90,164
타타,61,190
카아,75,185
나카,56,196
바파,96,154
하가,75,178
가바,54,182
파카,93,159
가파,74,141
타자,59,177
바바,55,182
가바,93,194
하사,93,141
카라,73,194
가파,56,192
다자,68,166
바사,48,180
타타,74,182
다나,97,193
사다,42,188
카마,79,194
바자,41,189
파나,42,174
타자,83,175
하카,77,199
자라,41,166
나나,99,198
라다,43,147
하아,90,189
파카,82,189
다자,42,198
바사,67,167
사다,70,168
사아,80,168
바가,63,183
아파,70,186
자사,74,141
아하,79,190
마아,57,192
자나,62,160
타하,63,158
카다,53,143
카다,73,148
나사,86,155
카아,98,189
카아,66,192
타마,53,168
타타,56,189
파가,90,167
아자,91,147
바카,85,183
사타,42,170
마아,56,177
타나,53,162
파나,94,160
카아,91,190
타하,77,153
타카,83,189
카파,77,157
자다,55,193
마파,93,198
다마,73,162
나하,53,150
바마,79,194
바사,68,145
하바,94,144
파라,53,177
가나,49,169
자다,87,180
자바,76,174
마사,48,158
하나,68,193
라파,83,174
자바,79,185
바라,61,145
사바,54,164
카마,93,198
카타,68,187
아다,77,176
라바,85,180
타마,76,141
다라,82,142
다다,75,187
파가,66,197
가타,94,144
타사,73,191
하아,43,146
사나,55,154
자마,61,173
사카,79,162
가하,81,185
카카,92,160
자나,75,197
카마,53,169
아타,75,191
타파,97,156
마나,67,194
나아,67,167
파마,79,169
사바,89,180
라카,62,194
나다,81,181
라나,63,165
아카,96,168
다바,72,156
타다,89,176
라바,54,161
다아,82,177
바라,63,195
파카,55,154
파카,53,182
카카,99,162
사아,43,148
카아,57,194
파가,52,141
마파,45,163
하사,51,160
다아,58,141
타카,94,178
바자,84,140
타타,58,159
마바,60,151
아바,97,161
라바,92,192
카자,69,195
나자,62,170
나마,61,195
아하,76,154
아카,76,195
아다,53,148
자하,77,186
파카,53,174
파타,82,180
아마,52,183
타다,68,148
카가,82,158
자다,99,164
파아,58,141
다사,88,164
카자,86,152
타카,98,191
하자,77,189
타하,55,143
자가,41,181
카자,54,165
카사,95,146
나카,76,173
사타,97,152
파자,77,148
나하,61,189
타마,93,144
아가,68,176
마자,97,171
